SOFTWARE VERSION,Operator,YEAR,MONTH,DAY,TimeOfTest,PLOT,HEIGHT,Cycle,Interaction,PlotID,Stalk,TestNumber,Filename,Folder,EI_POT,FlexRsq
2.3.0,MH,2025,8,18,20:37:07,1,73,half cycle,no interaction,O-9-A,3,171,2022_06_24_20_37_07_P1_T171.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,1.39465334612489,0.9757141
2.3.0,MH,2025,8,18,20:37:17,1,73,half cycle,no interaction,O-9-A,3,172,2022_06_24_20_37_17_P1_T172.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,1.36200795438063,0.9574507
2.3.0,MH,2025,8,18,20:37:55,1,73,half cycle,no interaction,O-9-A,4,173,2022_06_24_20_37_55_P1_T173.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,0.165872933400605,0.8512098
2.3.0,MH,2025,8,18,20:38:19,1,73,half cycle,no interaction,O-9-A,4,174,2022_06_24_20_38_18_P1_T174.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,0.140860631921071,0.8501428
2.3.0,MH,2025,8,18,20:38:38,1,73,half cycle,no interaction,O-9-A,4,175,2022_06_24_20_38_37_P1_T175.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,0.247160445994283,0.9223235
2.3.0,MH,2025,8,18,20:38:46,1,73,half cycle,no interaction,O-9-A,4,176,2022_06_24_20_38_46_P1_T176.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,0.148651953080294,0.8103211
2.3.0,MH,2025,8,18,20:38:55,1,73,half cycle,no interaction,O-9-A,4,177,2022_06_24_20_38_55_P1_T177.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,0.1606263917587,0.8112561
2.3.0,MH,2025,8,18,20:39:58,1,73,half cycle,no interaction,O-9-A,5,178,2022_06_24_20_39_58_P1_T178.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,7.1925199841203,0.9825955
2.3.0,MH,2025,8,18,20:40:16,1,73,half cycle,no interaction,O-9-A,5,179,2022_06_24_20_40_16_P1_T179.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,5.6217394006846,0.9350866
2.3.0,MH,2025,8,18,20:40:29,1,73,half cycle,no interaction,O-9-A,5,180,2022_06_24_20_40_29_P1_T180.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,4.4989632397443,0.9693101
2.3.0,MH,2025,8,18,20:40:36,1,73,half cycle,no interaction,O-9-A,5,181,2022_06_24_20_40_36_P1_T181.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,6.16066397429686,0.9566115
2.3.0,MH,2025,8,18,20:40:46,1,73,half cycle,no interaction,O-9-A,5,182,2022_06_24_20_40_46_P1_T182.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,5.58050230116413,0.938159
2.3.0,MH,2025,8,18,20:41:46,1,73,half cycle,no interaction,O-9-A,6,183,2022_06_24_20_41_46_P1_T183.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,10.6990027760833,0.975468
2.3.0,MH,2025,8,18,20:41:55,1,73,half cycle,no interaction,O-9-A,6,184,2022_06_24_20_41_54_P1_T184.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,12.1706168221316,0.9632161
2.3.0,MH,2025,8,18,20:42:15,1,73,half cycle,no interaction,O-9-A,6,185,2022_06_24_20_42_14_P1_T185.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,12.5410158897841,0.9855334
2.3.0,MH,2025,8,18,20:42:30,1,73,half cycle,no interaction,O-9-A,6,186,2022_06_24_20_42_30_P1_T186.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,11.7301138469142,0.966887
2.3.0,MH,2025,8,18,20:42:40,1,73,half cycle,no interaction,O-9-A,6,187,2022_06_24_20_42_40_P1_T187.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,9.3398535556895,0.9477177
2.3.0,MH,2025,8,18,20:42:46,1,73,half cycle,no interaction,O-9-A,6,188,2022_06_24_20_42_46_P1_T188.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,8.93707771719941,0.9202445
2.3.0,MH,2025,8,18,20:43:21,1,73,half cycle,no interaction,O-9-A,7,189,2022_06_24_20_43_21_P1_T189.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,5.94617053423695,0.9498309
2.3.0,MH,2025,8,18,20:43:41,1,73,half cycle,no interaction,O-9-A,7,190,2022_06_24_20_43_41_P1_T190.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,5.53978463006709,0.9362404
2.3.0,MH,2025,8,18,20:43:50,1,73,half cycle,no interaction,O-9-A,7,191,2022_06_24_20_43_50_P1_T191.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,4.49583966352982,0.9577537
2.3.0,MH,2025,8,18,20:43:57,1,73,half cycle,no interaction,O-9-A,7,192,2022_06_24_20_43_56_P1_T192.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,4.48925263027963,0.9457068
2.3.0,MH,2025,8,18,20:44:04,1,73,half cycle,no interaction,O-9-A,7,193,2022_06_24_20_44_04_P1_T193.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,4.1416609418115,0.9660932
2.3.0,MH,2025,8,18,20:44:33,1,73,half cycle,no interaction,O-9-A,8,194,2022_06_24_20_44_33_P1_T194.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,17.3551669113928,0.9603151
2.3.0,MH,2025,8,18,20:44:46,1,73,half cycle,no interaction,O-9-A,8,195,2022_06_24_20_44_46_P1_T195.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,12.7706113807112,0.9653332
2.3.0,MH,2025,8,18,20:45:00,1,73,half cycle,no interaction,O-9-A,8,196,2022_06_24_20_45_00_P1_T196.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,12.6912883242151,0.9689366
2.3.0,MH,2025,8,18,20:45:07,1,73,half cycle,no interaction,O-9-A,8,197,2022_06_24_20_45_07_P1_T197.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,14.2643942080097,0.9632882
2.3.0,MH,2025,8,18,20:45:21,1,73,half cycle,no interaction,O-9-A,8,198,2022_06_24_20_45_21_P1_T198.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,13.8165608343139,0.9498476
2.3.0,MH,2025,8,18,20:51:49,1,73,half cycle,interaction,P-9-C,1,199,2022_06_24_20_51_49_P1_T199.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,41.2622800490929,0.9890757
2.3.0,MH,2025,8,18,20:51:57,1,73,half cycle,interaction,P-9-C,1,200,2022_06_24_20_51_56_P1_T200.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,55.0537183181142,0.9927342
2.3.0,MH,2025,8,18,20:52:10,1,73,half cycle,interaction,P-9-C,1,201,2022_06_24_20_52_10_P1_T201.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,48.964825794432,0.9809723
2.3.0,MH,2025,8,18,20:52:21,1,73,half cycle,interaction,P-9-C,1,202,2022_06_24_20_52_21_P1_T202.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,52.8262585756885,0.985828
2.3.0,MH,2025,8,18,20:52:29,1,73,half cycle,interaction,P-9-C,1,203,2022_06_24_20_52_29_P1_T203.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,52.5127504348577,0.9520568
2.3.0,MH,2025,8,18,20:53:00,1,73,half cycle,interaction,P-9-C,2,204,2022_06_24_20_53_00_P1_T204.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,34.4603781857235,0.953387
2.3.0,MH,2025,8,18,20:53:10,1,73,half cycle,interaction,P-9-C,2,205,2022_06_24_20_53_10_P1_T205.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,39.4903107772909,0.9665177
2.3.0,MH,2025,8,18,20:53:24,1,73,half cycle,interaction,P-9-C,2,206,2022_06_24_20_53_24_P1_T206.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,26.7661975887489,0.9566812
2.3.0,MH,2025,8,18,20:53:36,1,73,half cycle,interaction,P-9-C,2,207,2022_06_24_20_53_36_P1_T207.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,29.620509928044,0.9447906
2.3.0,MH,2025,8,18,20:53:44,1,73,half cycle,interaction,P-9-C,2,208,2022_06_24_20_53_44_P1_T208.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,36.1240485394746,0.9961175
2.3.0,MH,2025,8,18,20:54:12,1,73,half cycle,interaction,P-9-C,3,209,2022_06_24_20_54_12_P1_T209.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,27.4135681345338,0.9473299
2.3.0,MH,2025,8,18,20:54:23,1,73,half cycle,interaction,P-9-C,3,210,2022_06_24_20_54_22_P1_T210.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,35.9389275350081,0.9341267
2.3.0,MH,2025,8,18,20:54:30,1,73,half cycle,interaction,P-9-C,3,211,2022_06_24_20_54_30_P1_T211.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,28.2802856818072,0.9018818
2.3.0,MH,2025,8,18,20:54:48,1,73,half cycle,interaction,P-9-C,3,212,2022_06_24_20_54_48_P1_T212.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,43.2633880313844,0.9579202
2.3.0,MH,2025,8,18,20:54:56,1,73,half cycle,interaction,P-9-C,3,213,2022_06_24_20_54_55_P1_T213.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,41.7905060774123,0.9356429
2.3.0,MH,2025,8,18,20:55:20,1,73,half cycle,interaction,P-9-C,4,214,2022_06_24_20_55_20_P1_T214.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,15.2651485471217,0.9333186
2.3.0,MH,2025,8,18,20:55:29,1,73,half cycle,interaction,P-9-C,4,215,2022_06_24_20_55_28_P1_T215.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,21.0658059208604,0.966951
2.3.0,MH,2025,8,18,20:55:36,1,73,half cycle,interaction,P-9-C,4,216,2022_06_24_20_55_36_P1_T216.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,21.0231402902924,0.9850158
2.3.0,MH,2025,8,18,20:55:49,1,73,half cycle,interaction,P-9-C,4,217,2022_06_24_20_55_48_P1_T217.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,23.6941955665382,0.9518211
2.3.0,MH,2025,8,18,20:55:56,1,73,half cycle,interaction,P-9-C,4,218,2022_06_24_20_55_56_P1_T218.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,25.8377183526859,0.9764298
2.3.0,MH,2025,8,18,20:56:27,1,73,half cycle,interaction,P-9-C,5,219,2022_06_24_20_56_27_P1_T219.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,34.4490053987772,0.9708507
2.3.0,MH,2025,8,18,20:56:34,1,73,half cycle,interaction,P-9-C,5,220,2022_06_24_20_56_34_P1_T220.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,43.7224675229127,0.9094086
2.3.0,MH,2025,8,18,20:56:42,1,73,half cycle,interaction,P-9-C,5,221,2022_06_24_20_56_42_P1_T221.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,42.2042705905276,0.9821973
2.3.0,MH,2025,8,18,20:56:53,1,73,half cycle,interaction,P-9-C,5,222,2022_06_24_20_56_52_P1_T222.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,44.473890188646,0.9449172
2.3.0,MH,2025,8,18,20:57:25,1,73,half cycle,interaction,P-9-C,5,223,2022_06_24_20_57_25_P1_T223.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,44.2916174751106,0.9901574
2.3.0,MH,2025,8,18,20:57:51,1,73,half cycle,interaction,P-9-C,6,224,2022_06_24_20_57_51_P1_T224.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,29.3528126911047,0.955687
2.3.0,MH,2025,8,18,20:58:17,1,73,half cycle,interaction,P-9-C,6,225,2022_06_24_20_58_16_P1_T225.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,38.9723168279421,0.9569164
2.3.0,MH,2025,8,18,20:58:51,1,73,half cycle,interaction,P-9-C,6,226,2022_06_24_20_58_51_P1_T226.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,33.4762966312085,0.9759524
2.3.0,MH,2025,8,18,20:58:59,1,73,half cycle,interaction,P-9-C,6,227,2022_06_24_20_58_59_P1_T227.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,39.4876610458811,0.9765505
2.3.0,MH,2025,8,18,20:59:17,1,73,half cycle,interaction,P-9-C,6,228,2022_06_24_20_59_16_P1_T228.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,35.3465319650042,0.9929311
2.3.0,MH,2025,8,18,21:23:54,1,73,half cycle,interaction,P-9-C,7,269,2022_06_24_21_23_54_P1_T269.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,33.0371439156197,0.9556171
2.3.0,MH,2025,8,18,21:24:01,1,73,half cycle,interaction,P-9-C,7,270,2022_06_24_21_24_01_P1_T270.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,36.299296669247,0.9863523
2.3.0,MH,2025,8,18,21:24:07,1,73,half cycle,interaction,P-9-C,7,271,2022_06_24_21_24_07_P1_T271.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,34.4106004683585,0.9743153
2.3.0,MH,2025,8,18,21:24:13,1,73,half cycle,interaction,P-9-C,7,272,2022_06_24_21_24_13_P1_T272.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,33.4860071099216,0.9746768
2.3.0,MH,2025,8,18,21:24:20,1,73,half cycle,interaction,P-9-C,7,273,2022_06_24_21_24_20_P1_T273.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,34.6336389570831,0.9805827
2.3.0,MH,2025,8,18,21:24:52,1,73,half cycle,interaction,P-9-C,8,274,2022_06_24_21_24_51_P1_T274.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,28.5224298782437,0.830443
2.3.0,MH,2025,8,18,21:25:07,1,73,half cycle,interaction,P-9-C,8,275,2022_06_24_21_25_06_P1_T275.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,32.298670339784,0.913438
2.3.0,MH,2025,8,18,21:25:13,1,73,half cycle,interaction,P-9-C,8,276,2022_06_24_21_25_12_P1_T276.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,35.2777431450672,0.988831
2.3.0,MH,2025,8,18,21:25:20,1,73,half cycle,interaction,P-9-C,8,277,2022_06_24_21_25_20_P1_T277.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,34.3438857432544,0.995258
2.3.0,MH,2025,8,18,21:25:28,1,73,half cycle,interaction,P-9-C,8,278,2022_06_24_21_25_27_P1_T278.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,33.3161516133963,0.995908
2.3.0,MH,2025,8,18,21:26:05,1,73,half cycle,interaction,P-9-C,9,279,2022_06_24_21_26_04_P1_T279.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,8.01189660880504,0.9557323
2.3.0,MH,2025,8,18,21:26:11,1,73,half cycle,interaction,P-9-C,9,280,2022_06_24_21_26_11_P1_T280.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,7.72373851941664,0.8821689
2.3.0,MH,2025,8,18,21:26:19,1,73,half cycle,interaction,P-9-C,9,281,2022_06_24_21_26_19_P1_T281.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,7.44787846445323,0.9584844
2.3.0,MH,2025,8,18,21:26:26,1,73,half cycle,interaction,P-9-C,9,282,2022_06_24_21_26_26_P1_T282.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,7.32627105088337,0.9585311
2.3.0,MH,2025,8,18,21:26:33,1,73,half cycle,interaction,P-9-C,9,283,2022_06_24_21_26_33_P1_T283.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,7.62463307938972,0.9588595
2.3.0,MH,2025,8,18,21:27:08,1,73,half cycle,interaction,P-9-C,10,284,2022_06_24_21_27_08_P1_T284.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,33.6332735547871,0.9886068
2.3.0,MH,2025,8,18,21:27:16,1,73,half cycle,interaction,P-9-C,10,285,2022_06_24_21_27_16_P1_T285.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,37.4257665364375,0.9684188
2.3.0,MH,2025,8,18,21:27:26,1,73,half cycle,interaction,P-9-C,10,286,2022_06_24_21_27_26_P1_T286.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,38.3306800242486,0.9651088
2.3.0,MH,2025,8,18,21:27:32,1,73,half cycle,interaction,P-9-C,10,287,2022_06_24_21_27_32_P1_T287.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,37.2459450527034,0.920983
2.3.0,MH,2025,8,18,21:27:39,1,73,half cycle,interaction,P-9-C,10,288,2022_06_24_21_27_38_P1_T288.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,37.5461939302589,0.8785285
2.3.0,MH,2025,8,18,21:36:03,1,73,half cycle,no interaction,P-9-C,1,289,2022_06_24_21_36_02_P1_T289.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,13.4233990258923,0.9435792
2.3.0,MH,2025,8,18,21:36:09,1,73,half cycle,no interaction,P-9-C,1,290,2022_06_24_21_36_09_P1_T290.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,13.0147725774121,0.8903546
