Date,File,user_note,rodney configuration,sensor calibration (k d c),stalk array (lo med hi),sensor height (cm),sensor yaw (degrees),sensor pitch (degrees),sensor roll (degrees),rate of travel (ft/min),angle of travel (degrees),sensor offset (cm to gauge 2),positionDDT_tol,forceDDT_tol,Stalk1,Stalk2,Stalk3,Stalk4,Stalk5,Stalk6,Stalk7,Stalk8,Stalk9
07_10,Raw Data\07_10\07_10_test_127.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,23.42096930341297,24.38093628388602,18.79828651636986,27.80462533672569,26.97649082721212,24.891055178118656,24.65969692754929,24.558665009065724,20.372398246651564
07_10,Raw Data\07_10\07_10_test_128.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,21.82842031273806,22.05580966299564,20.76622382849207,24.2892309055639,23.126322073405422,25.656710104274364,27.80481304023701,29.68769637896392,21.13482748951831
07_10,Raw Data\07_10\07_10_test_129.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,22.734438270104047,22.129675260518184,21.647937200904977,27.287910433904376,26.10576058826511,26.18861937320853,23.58030303027219,23.857025147542128,22.269084209234578
07_10,Raw Data\07_10\07_10_test_130.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,22.43045284834486,22.60284254758602,22.48984795580365,24.9749998929075,22.08568607556261,24.97471370057205,25.41375475880432,24.973768634857564,23.836776466996955
07_10,Raw Data\07_10\07_10_test_131.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,37.72087293337181,36.13226098141008,35.63498134013978,43.37179321283488,39.32295320265846,41.78288491629878,41.26011544982252,33.794720850127675,30.59287253159744
07_10,Raw Data\07_10\07_10_test_132.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,37.94496978497944,35.854688059402534,37.2822193506357,43.7425297525537,40.172087916344665,45.728771046463095,41.21713218562612,35.23846959895019,38.53595334191407
07_10,Raw Data\07_10\07_10_test_133.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,39.91147474436621,38.38542214125263,38.66065167567535,44.46865402635614,42.05250619613922,44.388214538113154,40.198664330207066,32.94764015851116,38.50612672326846
07_10,Raw Data\07_10\07_10_test_134.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,42.63986356424476,34.94868048243587,44.06481854924153,36.35570638454213,41.79597674014828,45.09103180392228,40.47730618904709,31.02170436497845,38.50175303714947
07_10,Raw Data\07_10\07_10_test_135.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.99913215111272,35.02349476937459,36.20467860591253,45.54563303423605,43.54801554651668,42.42415357086536,45.55173625821262,32.470331215006176,33.96138596880055
07_10,Raw Data\07_10\07_10_test_136.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,39.97872452065521,37.5667581063824,38.29166713484934,40.37627977165392,41.80565257585401,42.60652873659903,38.993673488584,34.62411607334423,37.51930868747508
07_10,Raw Data\07_10\07_10_test_137.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,39.74663845654998,35.05289782441652,37.1012386806967,46.762128034958906,45.063123426064536,44.15324527670979,42.122922509676464,36.00933489138745,36.12426126849158
07_10,Raw Data\07_10\07_10_test_138.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.66743573084965,34.55675567848812,37.54052990793837,39.79950311482819,41.546055752289895,44.68438034047509,40.553646234894686,31.39738537314208,39.73726510533896
07_10,Raw Data\07_10\07_10_test_139.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.22557859957768,32.59680362678124,37.08844136099107,42.046220319077726,43.44499041394573,42.05028035426789,45.27435248708879,34.9360291717515,35.691729149832604
07_10,Raw Data\07_10\07_10_test_140.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,41.32950208616719,38.38037133102882,36.71295368706802,40.85264337135199,41.0558437209995,42.1380733092513,42.41081820726501,35.53328533001168,32.85965635596381
07_10,Raw Data\07_10\07_10_test_141.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,34.16262972300839,37.46008117773349,38.20626754786001,44.07547526991858,43.8626671982972,38.56984305520015,43.9019460541626,36.442805194446,40.989338911111865
07_10,Raw Data\07_10\07_10_test_142.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,37.95917253670392,37.94201378530432,36.5072034380736,44.84396451857412,45.566141250604176,43.767156076831824,37.64451577409687,32.12612485262973,37.68684059101738
07_10,Raw Data\07_10\07_10_test_143.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,39.15772231453941,35.42660323186381,33.400094226989204,39.68759119109044,44.26429706467279,42.21064079167749,39.91077878717177,34.44300146150187,37.4294365148812
07_10,Raw Data\07_10\07_10_test_144.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,36.30391774578198,34.52558399456897,36.44505918504734,36.74229163885772,40.27917558045954,46.253266476482125,41.88899566250869,37.0007667868399,38.184740134664445
07_10,Raw Data\07_10\07_10_test_145.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,38.253208694836125,38.4464692631991,34.92827835509953,42.9191503010576,42.91144426895479,43.64620280890759,41.44820997487657,35.01754550116904,36.02770433455969
07_11,Raw Data\07_11\07_11_test_1.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.23837870808785,39.16674108473645,41.46791602556036,45.95832669702497,44.32909959843626,46.3293936190939,40.371705678024576,34.46244544295867,38.71411797508984
07_11,Raw Data\07_11\07_11_test_2.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,41.33984089769715,36.266596394076295,30.91889440058692,41.48363132733963,43.44165407152991,39.52412460634027,41.94227608507092,35.5106970213541,33.41584266593859
07_11,Raw Data\07_11\07_11_test_3.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,41.064558737925495,32.652834630258894,35.89538710789106,42.11724256834209,42.21389068113251,43.81635107547834,41.24499354069648,35.302858326891794,40.27841382026904
07_11,Raw Data\07_11\07_11_test_4.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,38.2116971761145,33.43489592506925,35.95422870523722,42.1102259448601,46.243224294286215,40.30455450380802,44.50291791219796,35.13817911749477,35.6406447135667
07_11,Raw Data\07_11\07_11_test_5.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.48113647700908,34.461008537681266,36.71955284436499,39.28474165893707,39.67880034294836,47.13796977633353,44.47568877178877,34.54803327094039,38.57860551420716
07_11,Raw Data\07_11\07_11_test_6.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,38.66541653489519,33.55090089515542,33.89609373285792,46.07358798360432,48.68708785426293,41.131798146887874,40.82067433519351,38.24970977809095,33.105072513577305
07_11,Raw Data\07_11\07_11_test_7.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.38400246953882,35.985865198141354,38.761462788320365,44.48411007111035,40.71710901490413,48.82060541843581,41.19792677081952,28.666293973811594,41.3418288609477
07_11,Raw Data\07_11\07_11_test_8.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,43.87605972388493,33.688360866300734,37.08513993082309,42.63546165864681,44.34576342884052,37.7712492514411,40.574689912149886,33.8336881675266,38.76903918708102
07_11,Raw Data\07_11\07_11_test_9.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,39.36019695131994,34.56493754967172,35.298326624192505,43.21926365360399,41.30546347258932,44.2270765525795,39.8663664373321,39.37296010115397,37.86192165723855
07_11,Raw Data\07_11\07_11_test_10.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.41533537005724,33.522144758350244,34.856965896765026,43.551719497281645,40.13414741428856,41.28374837912909,41.08640191652274,37.030849510354166,40.27714796656243
07_11,Raw Data\07_11\07_11_test_11.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,38.45544773681034,34.57886101778722,38.624244154124455,40.37635518151599,41.24464879577398,41.649709918989,42.42602957834088,32.59847915899386,42.49087262015782
07_11,Raw Data\07_11\07_11_test_12.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.66516719535366,35.57749780971,35.36612843715353,46.73735454402773,41.08898958626464,40.75458029260584,38.83768822995118,34.69493767068622,33.323810812691335
07_11,Raw Data\07_11\07_11_test_13.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,42.457234192939474,35.84086456665232,38.58203821742577,42.28527749918509,44.08145449212609,43.5751811092113,39.1748258061631,34.88195642498908,36.28194436083135
07_11,Raw Data\07_11\07_11_test_14.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,36.64993193748498,34.07754026717993,36.66644253786357,39.25536274561972,43.34742949030809,40.88910579463109,40.39642260846189,34.642289454495106,34.00931466362133
07_11,Raw Data\07_11\07_11_test_15.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,hi,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.819811422029002,90.36149179202869,40.192995798666935,31.674265249494432,36.843239717263536,40.66157906042792,39.50594756767976,45.42985487637876,37.48501562169217,31.822556816654068,40.33658411837612
